"CMS Certification Number (CCN)","Provider Name","Provider Address",City/Town,State,"ZIP Code","Telephone Number","Provider SSA County Code",County/Parish,"Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Affiliated Entity Name","Affiliated Entity ID","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2 Number of Complaint Health Deficiencies","Rating Cycle 2 Health Deficiency Score","Rating Cycle 2 Number of Health Revisits","Rating Cycle 2 Health Revisit Score","Rating Cycle 2 Total Health Score","Rating Cycle 3 Standard Health Survey Date","Rating Cycle 3 Total Number of Health Deficiencies","Rating Cycle 3 Number of Standard Health Deficiencies","Rating Cycle 3 Number of Complaint Health Deficiencies","Rating Cycle 3 Health Deficiency Score","Rating Cycle 3 Number of Health Revisits","Rating Cycle 3 Health Revisit Score","Rating Cycle 3 Total Health Score","Total Weighted Health Survey Score","Number of Facility Reported Incidents","Number of Substantiated Complaints","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties",Location,Latitude,Longitude,"Geocoding Footnote","Processing Date"
425157,"SOUTHLAND HEALTH CARE CENTER","711 SOUTH DARGAN STREET",FLORENCE,SC,29506,8436694403,200,Florence,"For profit - Corporation",88,79.7,,"Medicare and Medicaid",N,"SOUTHLAND OPERATOR LLC",1986-09-06,,,N,,N,N,N,Resident,Yes,2,,2,,3,,5,,2,,4,,,,2.29076,1.05338,0.48244,1.53582,3.82658,3.27940,0.16513,0.02204,29.7,,22.2,,1,,2.11497,0.70435,0.33598,3.15529,2.20658,1.10367,0.54108,3.82263,3.27601,2022-12-08,2,1,1,79,1,0,79,2021-09-30,4,4,0,36,1,0,36,2019-08-01,7,6,1,32,1,0,32,56.833,1,0,,1,9317.75,0,1,"711 SOUTH DARGAN STREET,FLORENCE,SC,29506",34.1860,-79.765,,2024-06-01
425158,"RIDGEWAY MANOR HEALTHCARE CENTER","117 BELLFIELD ROAD",RIDGEWAY,SC,29130,8033372257,190,Fairfield,"For profit - Individual",112,95.3,,"Medicare and Medicaid",N,"RIDGEWAY MANOR HEALTHCARE CENTER LLC",1986-03-14,,,N,,N,N,N,Resident,Yes,1,,2,,3,,4,,3,,1,12,6,6,,,,,,,,,,6,,6,,6,,,,,,,,,,2023-06-29,12,12,2,56,1,0,56,2022-01-13,7,4,6,68,1,0,68,2020-09-16,1,1,0,8,1,0,8,52.000,2,3,0,3,6876.26,0,3,"117 BELLFIELD ROAD,RIDGEWAY,SC,29130",34.3292,-80.907,,2024-06-01
425159,"ROCK HILL POST ACUTE CARE CENTER","159 SEDGEWOOD DR","ROCK HILL",SC,29732,8033296565,450,York,"For profit - Corporation",99,84.9,,"Medicare and Medicaid",N,"ROCK HILL HEALTHCARE, INC.",1987-05-06,"THE ENSIGN GROUP",507,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,,,1.56175,1.24953,0.40454,1.65407,3.21582,2.77820,0.23121,0.08718,44.0,,0.0,,0,,2.02117,0.69850,0.33785,3.05751,1.57418,1.32015,0.45120,3.31524,2.86409,2022-08-09,3,3,0,12,1,0,12,2021-04-21,3,3,0,12,1,0,12,2019-11-22,2,2,0,8,1,0,8,11.333,0,0,,0,0.00,0,0,"159 SEDGEWOOD DR,ROCK HILL,SC,29732",34.9499,-81.039,,2024-06-01
425160,"ROLLING GREEN VILLAGE","1 HOKE SMITH BOULEVARD",GREENVILLE,SC,29615,8649879800,220,Greenville,"Non profit - Other",74,15.9,,Medicare,N,"ROLLING GREEN VILLAGE",1986-12-12,,,Y,,N,N,N,Resident,Yes,1,,1,,4,,3,,5,,4,,,,1.85311,2.19582,1.53208,3.72789,5.58100,4.38161,0.78586,0.00465,79.2,,50.0,,,6,2.12062,0.83947,0.51616,3.47625,1.78026,1.93034,1.11845,5.06049,3.97296,2023-12-15,1,0,1,4,0,0,4,2022-07-08,4,2,2,212,1,0,212,2020-12-10,2,2,0,8,1,0,8,74.000,2,0,,1,15592.85,0,1,"1 HOKE SMITH BOULEVARD,GREENVILLE,SC,29615",34.8425,-82.263,,2024-06-01
425163,"CARLYLE SENIOR CARE OF FLORENCE","133 WEST CLARKE ROAD",FLORENCE,SC,29501,8436694374,200,Florence,"For profit - Corporation",88,82.2,,"Medicare and Medicaid",N,"CARLYLE SENIOR CARE OF FLORENCE, LLC",1988-06-16,"CARLYLE SENIOR CARE",599,N,,N,N,N,Resident,Yes,1,,1,,1,,2,,1,,3,,,,2.05453,0.80412,0.53805,1.34217,3.39670,2.90746,0.37234,0.00820,56.0,,45.5,,0,,1.85778,0.65937,0.28973,2.80688,2.25300,0.89998,0.69977,3.81438,3.26498,2024-02-09,10,10,5,96,2,48,144,2022-01-28,5,5,2,116,1,0,116,2020-09-03,3,2,1,16,1,0,16,113.333,2,0,,1,31005.00,0,1,"133 WEST CLARKE ROAD,FLORENCE,SC,29501",34.2531,-79.742,,2024-06-01
425165,"MAGNOLIA MANOR - ROCK HILL","127 MURRAH DR","ROCK HILL",SC,29732,8033286518,450,York,"For profit - Limited Liability company",106,99.6,,"Medicare and Medicaid",N,"THI OF SOUTH CAROLINA AT ROCK HILL, LLC",1988-07-27,"FUNDAMENTAL HEALTHCARE",231,N,"SFF Candidate",N,N,N,Both,Yes,1,,1,,2,,2,,3,,2,,,,1.98616,0.94245,0.37774,1.32019,3.30635,2.94340,0.17827,0.02308,39.8,,66.7,,0,,2.09377,0.66781,0.29344,3.05501,1.93254,1.04148,0.48507,3.41136,3.03688,2022-06-15,8,4,4,274,1,0,274,2020-09-16,7,6,1,32,1,0,32,2019-02-14,15,12,3,197,1,0,197,180.500,9,1,,5,40390.55,0,5,"127 MURRAH DR,ROCK HILL,SC,29732",34.9459,-81.038,,2024-06-01
425168,"CARLYLE SENIOR CARE OF FOUNTAIN INN","501 GULLIVER ST","FOUNTAIN INN",SC,29644,8648622554,220,Greenville,"For profit - Limited Liability company",60,54.3,,"Medicare and Medicaid",N,"CARLYLE SENIOR CARE OF FOUNTAIN INN, LLC",1989-01-05,"CARLYLE SENIOR CARE",599,N,,N,N,N,Resident,Yes,3,,3,,3,,2,,3,,2,,,,1.90965,0.88762,0.56285,1.45047,3.36012,3.07678,0.33965,0.11202,70.4,,75.0,,1,,2.05725,0.70696,0.32013,3.08434,1.89108,0.92656,0.66251,3.43386,3.14430,2022-07-27,1,1,0,16,1,0,16,2021-01-27,3,3,0,24,1,0,24,2019-05-09,11,10,1,52,1,0,52,24.667,0,0,0,2,13657.80,0,2,"501 GULLIVER ST,FOUNTAIN INN,SC,29644",34.6964,-82.190,,2024-06-01
425169,"SPRINGDALE HEALTHCARE CENTER","146 BATTLESHIP ROAD",CAMDEN,SC,29020,8034323741,270,Kershaw,"For profit - Limited Liability company",148,135.1,,"Medicare and Medicaid",N,"PALMETTO SPRINGDALE OPERATING LLC",1989-01-06,"FUNDAMENTAL HEALTHCARE",231,N,,Y,N,N,Resident,Yes,1,,1,,2,,3,,1,,1,12,,,1.79137,1.18116,0.16293,1.34409,3.13547,2.86195,0.08209,0.03324,55.0,,50.0,,3,,1.82497,0.64825,0.28189,2.75510,1.99975,1.34465,0.21780,3.58720,3.27428,2023-04-19,10,8,3,88,1,0,88,2021-07-22,15,14,2,140,2,70,210,2019-08-15,9,9,0,76,1,0,76,126.667,8,1,0,5,113219.47,0,5,"146 BATTLESHIP ROAD,CAMDEN,SC,29020",34.2513,-80.635,,2024-06-01
425170,"CALHOUN CONVALESCENT CENTER","601 DANTZLER STREET","SAINT MATTHEWS",SC,29135,8036557101,080,Calhoun,"For profit - Corporation",120,105.5,,"Medicare and Medicaid",N,"SAINT MATTHEWS HEALTH CARE LLC",1989-01-26,"FUNDAMENTAL HEALTHCARE",231,N,"SFF Candidate",Y,N,N,Resident,Yes,1,,1,,2,,2,,3,,1,,,,1.86474,0.85639,0.28153,1.13792,3.00266,2.68111,0.26702,0.02564,74.3,,91.7,,3,,1.92110,0.67932,0.32159,2.92200,1.97748,0.93034,0.32987,3.23904,2.89218,2023-08-11,12,8,4,193,1,0,193,2021-10-01,11,1,10,399,1,0,399,2019-09-19,3,1,2,12,1,0,12,231.500,6,8,,3,131025.50,0,3,"601 DANTZLER STREET,SAINT MATTHEWS,SC,29135",33.6577,-80.768,,2024-06-01
425171,"MCCORMICK POST ACUTE","204 HOLIDAY ROAD","MC CORMICK",SC,29835,8643912390,320,Mccormick,"For profit - Limited Liability company",120,108.1,,"Medicare and Medicaid",N,"MCCORMICK SKILLED NURSING, LLC",1989-02-15,"PROVIDENCE GROUP",429,N,,N,N,N,Resident,Yes,4,,4,,4,,5,,2,,2,,,,1.78309,0.62955,0.49668,1.12623,2.90932,2.56124,0.41562,0.03739,35.4,,33.3,,,6,2.00311,0.66218,0.28971,2.95499,1.81348,0.70161,0.64601,3.10332,2.73203,2024-04-05,3,3,0,12,1,0,12,2022-02-23,5,5,0,36,1,0,36,2020-09-18,2,2,0,8,1,0,8,19.333,0,1,,0,0.00,0,0,"204 HOLIDAY ROAD,MC CORMICK,SC,29835",33.8681,-82.375,,2024-06-01
425172,"MAGNOLIA MANOR - GREENWOOD","1415 PARKWAY DRIVE",GREENWOOD,SC,29646,8642279500,230,Greenwood,"For profit - Limited Liability company",88,77.3,,"Medicare and Medicaid",N,"THI OF SOUTH CAROLINA AT GREENWOOD, LLC",1989-03-01,"FUNDAMENTAL HEALTHCARE",231,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,1,,3,,,,1.98590,0.86709,0.49971,1.36680,3.35270,2.81689,0.18648,0.04747,50.6,,36.4,,0,,2.04246,0.67892,0.29779,3.01917,1.98084,0.94251,0.63231,3.50024,2.94085,2023-12-01,7,3,4,44,1,0,44,2021-12-10,2,2,0,8,1,0,8,2020-08-13,1,0,1,4,0,0,4,25.333,5,0,,2,4611.75,0,2,"1415 PARKWAY DRIVE,GREENWOOD,SC,29646",34.1726,-82.158,,2024-06-01
425173,"PRUITTHEALTH- CONWAY AT CONWAY MEDICAL CENTER","2379 CYPRESS CIRCLE",CONWAY,SC,29526,8433478179,250,Horry,"For profit - Corporation",88,73.0,,"Medicare and Medicaid",N,"PRUITTHEALTH - CONWAY, LLC",1989-06-16,PRUITTHEALTH,434,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,4,,3,,,,1.43499,1.05641,0.86490,1.92131,3.35630,2.80513,0.51059,0.07964,48.5,,37.5,,2,,2.04880,0.67428,0.31014,3.03323,1.42689,1.15620,1.05083,3.48776,2.91501,2023-07-27,11,11,11,88,2,44,132,2021-10-07,10,8,2,147,1,0,147,2019-10-24,8,8,0,64,1,0,64,125.667,3,2,0,2,18062.39,0,2,"2379 CYPRESS CIRCLE,CONWAY,SC,29526",33.7840,-79.003,,2024-06-01
425174,"MCCOY MEMORIAL NURSING CENTER","207 CHAPPELL DRIVE",BISHOPVILLE,SC,29010,8034845636,300,Lee,"For profit - Limited Liability company",120,113.4,,"Medicare and Medicaid",N,"CARLYLE SENIOR CARE OF BISHOPVILLE, LLC",1989-09-21,"CARLYLE SENIOR CARE",599,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,1,,4,,,,2.33789,0.81880,0.42250,1.24130,3.57919,3.00159,0.28428,0.04011,34.4,,27.3,,0,,1.90224,0.63284,0.28139,2.81646,2.50382,0.95483,0.56577,4.00564,3.35922,2024-03-21,1,1,0,4,1,0,4,2022-04-02,3,3,0,16,1,0,16,2020-08-20,5,1,4,84,1,0,84,21.333,0,2,,0,0.00,0,0,"207 CHAPPELL DRIVE,BISHOPVILLE,SC,29010",34.2276,-80.256,,2024-06-01
425175,"PHYSICAL REHABILITATION AND WELLNESS CENTER OF SPA","8020 WHITE AVENUE",SPARTANBURG,SC,29303,8645428515,410,Spartanburg,"For profit - Corporation",120,109.8,,"Medicare and Medicaid",N,"THI OF SOUTH CAROLINA AT MAGNOLIA PLACE AT SPARTANBURG, LLC",1989-09-29,"FUNDAMENTAL HEALTHCARE",231,N,,N,N,N,Resident,Yes,1,,1,,1,,2,,1,,2,,,,1.72990,0.95905,0.54953,1.50858,3.23848,2.75228,0.32832,0.01967,57.7,,58.8,,1,,1.94871,0.70265,0.33012,2.98148,1.80849,1.00727,0.62725,3.42373,2.90973,2022-09-22,4,4,1,28,1,0,28,2021-11-04,18,8,10,274,1,0,274,2019-12-19,10,9,1,68,1,0,68,116.667,14,6,,3,46768.98,0,3,"8020 WHITE AVENUE,SPARTANBURG,SC,29303",34.9823,-81.964,,2024-06-01
425176,"MEDFORD NURSING CENTER","105 MEDFORD DRIVE",DARLINGTON,SC,29532,8433987000,150,Darlington,"For profit - Corporation",88,80.6,,"Medicare and Medicaid",N,"MEDFORD NURSING CENTER LLC",1989-10-06,,,N,,N,N,N,Resident,Yes,4,,5,,1,,4,,1,,3,,,,3.08636,0.81696,0.41226,1.22922,4.31558,3.40118,0.12950,0.03134,43.8,,44.4,,,6,2.01689,0.66405,0.31767,2.99861,3.11751,0.90792,0.48900,4.53639,3.57520,2023-06-08,1,1,0,4,1,0,4,2021-11-05,0,0,0,0,0,0,0,2020-02-19,2,2,0,16,1,0,16,4.667,0,0,,0,0.00,0,0,"105 MEDFORD DRIVE,DARLINGTON,SC,29532",34.3135,-79.870,,2024-06-01
425179,"WOODRUFF MANOR","1114 EAST GEORGIA ROAD",WOODRUFF,SC,29388,8644767092,410,Spartanburg,"Government - Hospital district",88,81.9,,"Medicare and Medicaid",N,"WOODRUFF MANOR",1990-01-05,,,N,,Y,N,N,Resident,Yes,2,,2,,3,,3,,,2,3,,,,1.97870,0.66847,0.62834,1.29682,3.27552,2.83550,0.45095,0.03388,53.3,,78.6,,0,,1.83329,0.60940,0.26448,2.70717,2.19883,0.80952,0.89520,3.81377,3.30145,2022-09-16,5,2,3,68,1,0,68,2021-10-06,8,3,8,80,1,0,80,2019-12-29,3,3,0,12,1,0,12,62.667,14,1,,4,55444.75,0,4,"1114 EAST GEORGIA ROAD,WOODRUFF,SC,29388",34.7496,-82.018,,2024-06-01
425287,"MIDLANDS HEALTH & REHABILITATION CENTER","1007 N KING ST",COLUMBIA,SC,29223,8036994111,390,Richland,"For profit - Limited Liability company",88,80.6,,"Medicare and Medicaid",N,"THI OF SOUTH CAROLINA AT COLUMBIA, LLC",1988-08-08,"FUNDAMENTAL HEALTHCARE",231,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,4,,2,,,,1.74703,1.17040,0.36119,1.53159,3.27862,2.81125,0.43368,0.05769,57.0,,42.9,,1,,1.90941,0.73896,0.40173,3.05010,1.86400,1.16885,0.33878,3.38820,2.90520,2022-09-28,8,8,0,40,2,20,60,2021-07-27,7,7,0,28,1,0,28,2021-01-07,8,2,6,32,1,0,32,44.667,2,1,0,10,24503.75,0,10,"1007 N KING ST,COLUMBIA,SC,29223",34.0027,-81.007,,2024-06-01
425288,"PRUITTHEALTH- RIDGEWAY","213 TANGLEWOOD COURT",RIDGEWAY,SC,29130,8033373211,190,Fairfield,"For profit - Corporation",150,105.2,,"Medicare and Medicaid",N,"PRUITTHEALTH- RIDGEWAY LLC",1989-07-25,PRUITTHEALTH,434,N,,N,N,N,Resident,Yes,2,,2,,3,,4,,2,,3,,,,1.62229,0.90555,0.55826,1.46381,3.08610,2.62334,0.20911,0.01443,38.6,,40.0,,0,,1.91337,0.64149,0.27147,2.82633,1.72732,1.04176,0.77488,3.44174,2.92566,2022-11-17,4,4,1,32,1,0,32,2021-06-03,5,4,1,24,1,0,24,2019-04-18,7,4,3,174,1,0,174,53.000,5,4,1,2,45297.00,0,2,"213 TANGLEWOOD COURT,RIDGEWAY,SC,29130",34.3260,-80.761,22,2024-06-01
425289,"VIVIANT HEALTHCARE OF HANAHAN","1800 EAGLE LANDING BLVD",CHARLESTON,SC,29410,8435530656,070,Berkeley,"For profit - Limited Liability company",135,84.5,,"Medicare and Medicaid",N,"Legal Business Name Not Available",1989-07-27,,,N,,N,N,Y,Both,Yes,1,,1,,2,,2,,3,,1,12,,,2.39694,1.19549,0.37097,1.56645,3.96339,3.55053,0.20467,0.11846,,6,,6,2,,1.94860,0.68112,0.30433,2.93405,2.50598,1.29528,0.45932,4.25785,3.81433,2024-02-15,0,0,0,0,0,0,0,2023-09-26,9,1,8,360,1,0,360,2023-03-09,26,23,5,298,1,0,298,169.667,2,11,,4,172410.60,1,5,"1800 EAGLE LANDING BLVD,CHARLESTON,SC,29410",32.9464,-80.036,,2024-06-01
425290,"WHITE OAK ESTATES","400 WEBBER ROAD",SPARTANBURG,SC,29302,8645797004,410,Spartanburg,"For profit - Corporation",88,80.8,,"Medicare and Medicaid",N,"WHITE OAK MANOR INC",1989-09-27,"WHITE OAK MANAGEMENT",564,Y,,N,N,N,Resident,Yes,2,,2,,4,,3,,5,,3,,,,2.74105,0.97843,0.48032,1.45874,4.19980,3.43599,0.14981,0.05602,77.6,,90.9,,1,,1.95846,0.67193,0.31921,2.94961,2.85132,1.07460,0.56699,4.48802,3.67180,2023-03-15,7,7,3,40,1,0,40,2021-09-23,3,2,1,83,1,0,83,2019-12-15,5,5,0,56,1,0,56,57.000,1,4,,1,24736.04,0,1,"400 WEBBER ROAD,SPARTANBURG,SC,29302",34.9720,-81.871,,2024-06-01
425291,"WESTMINSTER HEALTH & REHAB CENTER","831 MCDOW DRIVE","ROCK HILL",SC,29732,8033285000,450,York,"Non profit - Corporation",66,8.1,,Medicare,N,"WESTMINSTER PRESBYTERIAN CENTER INC",1990-04-04,,,Y,,N,N,N,Resident,Yes,3,,5,,1,,,2,1,,1,12,,,2.79339,1.65981,2.32977,3.98959,6.78298,6.14055,1.40899,0.29406,,6,,6,,6,2.09060,0.86950,0.52867,3.48877,2.72211,1.40874,1.66055,6.12829,5.54787,2023-05-18,3,3,0,8,1,0,8,2021-09-02,0,0,0,0,0,0,0,2019-08-28,3,3,0,12,1,0,12,6.000,1,0,,1,16800.55,0,1,"831 MCDOW DRIVE,ROCK HILL,SC,29732",34.9520,-81.028,,2024-06-01
425293,"EDGEFIELD POST-ACUTE","226 WA REEL DRIVE",EDGEFIELD,SC,29824,8036375312,180,Edgefield,"For profit - Limited Liability company",120,104.1,,"Medicare and Medicaid",N,"EDGEFIELD COMMUNITY HEALTHCARE, LLC",1990-09-12,"PROVIDENCE GROUP",429,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,3,,2,,,,1.96777,0.77603,0.42410,1.20013,3.16791,2.73046,0.26963,0.07821,59.2,,45.5,,1,,1.99342,0.65831,0.29114,2.94287,2.01104,0.86994,0.54889,3.39306,2.92453,2023-09-29,3,2,1,12,1,0,12,2021-08-27,1,1,0,8,1,0,8,2019-12-19,3,3,0,12,1,0,12,10.667,1,0,,0,0.00,0,0,"226 WA REEL DRIVE,EDGEFIELD,SC,29824",33.7778,-81.928,,2024-06-01
425294,"PROMEDICA SKILLED NURSING AND REH- GREENVILLE WEST","600 SULPHUR SPRINGS ROAD",GREENVILLE,SC,29611,8642462721,220,Greenville,"Non profit - Other",125,102.7,,"Medicare and Medicaid",N,"OAKMONT WEST-GREENVILLE SC LLC",1990-11-01,"HCR MANORCARE",253,N,,N,N,N,Resident,Yes,2,,2,,3,,3,,3,,3,,,,2.12141,0.84570,0.56395,1.40965,3.53107,3.30507,0.27827,0.09039,46.2,,65.2,,4,,1.87861,0.65818,0.29798,2.83477,2.30055,0.94823,0.71316,3.92627,3.67498,2023-02-14,2,2,0,79,1,0,79,2021-06-25,0,0,0,0,0,0,0,2019-06-19,4,4,0,16,1,0,16,42.167,0,0,0,3,10962.25,0,3,"600 SULPHUR SPRINGS ROAD,GREENVILLE,SC,29611",34.8178,-82.314,,2024-06-01
425295,"PRINCE GEORGE HEALTHCARE CENTER","901 MAPLE STREET",GEORGETOWN,SC,29440,8435466101,210,Georgetown,"For profit - Corporation",148,137.4,,"Medicare and Medicaid",N,"PALMETTO PRINCE GEORGE OPERATING LLC",1990-11-20,"FUNDAMENTAL HEALTHCARE",231,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,5,,2,,,,1.78558,0.90106,0.33183,1.23289,3.01847,2.65988,0.22460,0.02813,39.1,,41.2,,0,,1.88919,0.66907,0.33169,2.88994,1.92552,0.99386,0.37697,3.29222,2.90110,2023-10-06,4,4,4,40,1,0,40,2021-08-18,7,7,3,44,1,0,44,2019-09-19,14,13,1,80,1,0,80,48.000,4,4,0,1,655.14,0,1,"901 MAPLE STREET,GEORGETOWN,SC,29440",33.3324,-79.304,,2024-06-01
425296,"PRUITTHEALTH- NORTH AUGUSTA","1200 TALISMAN DRIVE","NORTH AUGUSTA",SC,29841,8032782170,010,Aiken,"For profit - Corporation",132,95.6,,"Medicare and Medicaid",N,"PRUITTHEALTH - NORTH AUGUSTA, LLC",1990-12-14,PRUITTHEALTH,434,N,,Y,N,N,Resident,Yes,2,,2,,4,,4,,,2,3,,,,2.03906,0.86576,0.63327,1.49903,3.53808,2.84168,0.34353,0.02633,55.2,,60.0,,1,,1.82701,0.71934,0.37524,2.92159,2.27370,0.88819,0.63592,3.81716,3.06583,2023-07-27,11,9,2,64,1,0,64,2021-11-12,5,3,2,52,1,0,52,2020-01-10,7,5,2,28,1,0,28,54.000,4,2,0,1,19674.20,0,1,"1200 TALISMAN DRIVE,NORTH AUGUSTA,SC,29841",33.5086,-81.952,,2024-06-01
425297,"CARLYLE SENIOR CARE OF WILLISTON LLC","5721 SPRINGFIELD HWY",WILLISTON,SC,29853,8032663229,050,Barnwell,"For profit - Limited Liability company",44,43.2,,"Medicare and Medicaid",N,"CARLYLE SENIOR CARE OF WILLISTON LLC",1990-10-14,"CARLYLE SENIOR CARE",599,N,,Y,N,N,Resident,Yes,2,,2,,3,,2,,3,,3,,,,1.79771,1.06166,0.53842,1.60008,3.39779,2.92718,0.54106,0.01922,98.3,,,6,1,,1.97491,0.63445,0.28297,2.89233,1.85446,1.23491,0.71697,3.70289,3.19002,2023-06-14,5,3,2,48,1,0,48,2021-12-17,0,0,0,0,0,0,0,2020-08-26,4,4,0,16,1,0,16,26.667,2,0,0,1,12649.00,0,1,"5721 SPRINGFIELD HWY,WILLISTON,SC,29853",33.4102,-81.413,,2024-06-01
425298,"POWDERSVILLE POST-ACUTE","1850 CRESTVIEW ROAD",EASLEY,SC,29642,8648593236,380,Pickens,"For profit - Limited Liability company",60,53.3,,"Medicare and Medicaid",N,"EASLEY COMMUNITY HEALTHCARE, LLC",1990-12-08,"PROVIDENCE GROUP",429,N,,N,Y,N,Resident,Yes,4,,4,,2,,2,,3,,2,,,,1.92759,1.00559,0.51226,1.51786,3.44545,3.17518,0.27324,0.13761,75.4,,55.6,,,6,2.04263,0.67977,0.34390,3.06630,1.92251,1.09169,0.56129,3.54178,3.26396,2022-03-23,1,1,0,16,1,0,16,2020-09-03,0,0,0,0,0,0,0,2019-05-08,3,1,2,20,1,0,20,11.333,0,2,0,2,1632.71,0,2,"1850 CRESTVIEW ROAD,EASLEY,SC,29642",34.7977,-82.543,,2024-06-01
425300,"LAKE MARION NURSING FACILITY","1527 URBANA ROAD",SUMMERTON,SC,29148,8034852317,130,Clarendon,"Non profit - Other",88,81.3,,"Medicare and Medicaid",N,"CLARENDON MEMORIAL HOSPITAL",1991-03-11,,,N,,N,N,N,Resident,Yes,4,,4,,3,,2,,3,,4,,,,2.32245,0.51391,0.82220,1.33611,3.65856,3.16760,0.49446,0.06147,38.1,,26.7,,0,,2.12804,0.65485,0.29389,3.07678,2.22337,0.57915,1.05417,3.74805,3.24508,2022-08-17,3,2,1,12,1,0,12,2021-05-21,1,1,0,4,1,0,4,2019-11-04,6,6,0,32,1,0,32,12.667,1,0,0,0,0.00,0,0,"1527 URBANA ROAD,SUMMERTON,SC,29148",33.6173,-80.365,,2024-06-01
425301,"RICHARD M CAMPBELL VETERANS NURSING HOME","4605 BELTON HIGHWAY",ANDERSON,SC,29621,8642616734,030,Anderson,"Government - State",220,199.5,,"Medicare and Medicaid",N,"Legal Business Name Not Available",1991-03-13,,,N,,Y,N,N,Both,Yes,2,,2,,3,,3,,,2,4,,,,2.87141,1.03517,0.31801,1.35317,4.22458,3.35498,0.13745,0.02847,49.5,,45.8,,0,,2.08629,0.62578,0.26673,2.97880,2.80390,1.22076,0.44925,4.47026,3.55009,2022-08-19,3,2,3,44,1,0,44,2021-06-10,0,0,0,0,0,0,0,2019-05-24,5,4,1,52,1,0,52,30.667,2,0,0,2,15635.75,0,2,"4605 BELTON HIGHWAY,ANDERSON,SC,29621",34.4766,-82.575,,2024-06-01
425302,"REHAB CENTER OF CHERAW","1150 STATE ROAD",CHERAW,SC,29520,8435372060,120,Chesterfield,"For profit - Corporation",104,96.6,,"Medicare and Medicaid",N,"REHAB CENTER OF CHERAW LLC",1991-03-22,"FUNDAMENTAL HEALTHCARE",231,N,SFF,Y,N,N,Both,Yes,,18,,18,,18,,18,,18,,18,,,1.74187,0.98296,0.28564,1.26861,3.01048,2.57449,0.24907,0.01851,60.8,,50.0,,2,,1.97505,0.70015,0.34429,3.01948,1.79673,1.03607,0.31263,3.14264,2.68751,2023-09-01,24,21,3,377,2,189,566,2021-11-18,10,8,2,44,1,0,44,2020-01-30,5,1,4,20,1,0,20,301.000,4,3,0,2,38681.50,1,3,"1150 STATE ROAD,CHERAW,SC,29520",34.7034,-79.921,,2024-06-01
